Id,Prediction
1,1.1257E-05
2,0.010142189
3,6.40703E-05
4,0.028107648
5,0.035464799
6,0.059721379
7,0.010085905
8,0.00273545
9,0.001405351
10,0.000302894
11,0.00109673
12,5.29695E-05
13,6.12449E-05
14,0.000132661
15,0.010019534
16,0.000989938
17,0.001035509
18,0.000486828
19,6.92213E-06
20,0.004521424
21,8.83888E-06
22,0.001105638
23,4.13544E-06
24,0.061060339
25,0.000393151
26,0.002688008
27,1.84412E-05
28,0.041176195
29,0.002084296
30,0.012337907
31,0.002905926
32,7.68993E-06
33,0.016971527
34,0.010249091
35,9.69992E-05
36,0.001883986
37,0
38,3.08166E-05
39,1.33279E-05
40,0.003298053
41,0.017195597
42,0.004022814
43,0.000194368
44,0
45,0.021644791
46,0.000571532
47,0
48,0.010424009
49,0.021998514
50,0.003803472
51,0.059761926
52,0.035483589
53,0.007639201
54,0.028251649
55,7.85489E-07
56,0.006607018
57,0.001786025
58,0.000428815
59,0.031205299
60,0.060463083
61,0.009986601
62,5.83626E-06
63,0.037169633
64,0.000787601
65,3.4565E-06
66,0.003674953
67,0.012481385
68,7.53277E-06
69,0.00761715
70,2.8212E-05
71,1.81804E-06
72,0.007134892
73,7.0781E-05
74,0.003993802
75,0.122476798
76,0.002589952
77,0.039499893
78,0.596611899
79,0.004110742
80,0.083671276
81,0.000102137
82,0.116705709
83,0.001892585
84,1.18062E-06
85,4.40881E-06
86,0.000118726
87,6.03037E-05
88,0.024527081
89,0.013506089
90,0.001491189
91,0.000574442
92,1.14551E-07
93,8.59718E-05
94,0.036997411
95,0.024798585
96,2.25186E-05
97,0.148266561
98,1.17978E-05
99,0.00011887
100,4.25322E-07
101,0.000146662
102,0
103,0.008230656
104,1.01849E-06
105,0.007623827
106,0.008443816
107,0
108,0.002773658
109,3.23861E-05
110,1.74791E-06
111,7.46014E-05
112,0.030939205
113,2.97383E-05
114,0.000571336
115,0.006501023
116,2.44703E-08
117,0.017801073
118,0.000196727
119,5.1668E-06
120,1.69717E-05
121,0.008104008
122,0.064796496
123,0.039190547
124,0.002328382
125,0.033064645
126,6.61195E-05
127,0.001442753
128,3.61205E-05
129,1.17108E-05
130,0.003373182
131,7.64801E-05
132,0.000647069
133,0.00027911
134,0.000327021
135,4.95996E-05
136,0.002393237
137,0.000151673
138,0.002871686
139,0.005854937
140,0.000122679
141,0.000106336
142,0.002796975
143,0
144,0.010630684
145,0.001216936
146,0.001954752
147,4.16119E-07
148,0.078669416
149,0.004519298
150,6.76093E-05
151,1.47824E-05
152,0.002447136
153,0.007002248
154,0.356439396
155,6.93492E-05
156,0.001733516
157,0.00642394
158,6.57847E-06
159,1.63644E-08
160,0.002343219
161,1.40416E-05
162,0.054996809
163,0.000263269
164,4.49113E-05
